name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
SheFinds Media,Curated Web|Shopping|Women,1300000,operating,USA,NY,New York City,New York,1,2004-02-01,2008-11-24,2008-11-24
White Cheetah,Enterprises|Enterprise Software|Mobile Emergency&Health,290000,operating,USA,CO,Fort Collins,Fort Collins,2,2012-12-12,2013-02-01,2013-03-11
A4C,Mobile|SaaS|Transportation,1000000,operating,USA,CA,Los Angeles,Los Angeles,1,2014-01-24,2014-01-14,2014-01-14
White Ops,Advertising|Security,13000000,operating,USA,NY,New York City,Brooklyn,3,2012-01-01,2013-03-01,2014-06-24
White Pine Medical,Finance,1000500,operating,USA,UT,Salt Lake City,Park City,1,2010-01-01,2010-03-01,2010-03-01
White Plume Technologies,Health and Wellness,1000000,operating,USA,AL,Birmingham,Birmingham,1,1999-01-01,2009-04-13,2009-04-13
White Rock Networks,Web Hosting,15500000,acquired,USA,TX,Dallas,Richardson,1,1999-01-01,2005-08-04,2005-08-04
White Shoe Media,Games,65000,operating,USA,NY,New York City,New York,2,2009-01-01,2009-11-15,2011-12-10
WhiteSource,Software,1000000,operating,USA,NY,Long Island,Woodbury,1,2011-01-01,2013-03-01,2013-03-01
WhiteCloud Analytics,Health and Wellness,1510324,operating,USA,ID,Boise,Boise,2,2009-01-01,2009-03-31,2011-01-20
WhiteFence,Curated Web|Energy|Internet|Mobile|Television,14000000,operating,USA,TX,Houston,Houston,1,2000-01-01,2007-03-15,2007-03-15
WhiteGlove Health,Health and Wellness|Health Care|Medical,12900000,operating,USA,TX,Austin,Austin,1,2007-12-01,2012-04-12,2012-04-12
WhiteHat Security,Security,49900000,operating,USA,CA,SF Bay Area,Santa Clara,5,2001-08-01,2006-06-27,2013-02-05
WhiteHatt Technologies,Hardware + Software,1104800,operating,USA,FL,Palm Beaches,Boynton Beach,1,2010-01-01,2012-07-10,2012-07-10
Whitepages,Curated Web|Fraud Detection|Identity Management|Mobile|Search|Travel,45000000,operating,USA,WA,Seattle,Seattle,1,1997-05-01,2005-08-01,2005-08-01
WhiteSmoke,Software,600000,operating,USA,DE,"Wilmington, Delaware",Wilmington,1,2002-01-01,2011-02-09,2011-02-09
Whitetruffle,Curated Web|Employment|Recruiting|Startups,1600000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-08-01,2011-08-01,2012-10-01
Whitewood Tax Solutions,Legal,45000,operating,USA,VA,Richmond,Richmond,1,2011-11-01,2013-11-14,2013-11-14
Whiteyboard,Hardware + Software,500000,operating,USA,CA,Los Angeles,Calabasas,1,2010-01-01,2010-06-18,2010-06-18
Whittier Street Health Center,Delivery|Hospitality,150768,operating,USA,ME,ME - Other,Roxbury,1,1933-01-01,2014-02-11,2014-02-11
Whittl,Comparison Shopping|E-Commerce,4600000,operating,USA,IL,Chicago,Chicago,2,2011-05-01,2013-06-18,2015-06-24
Who What Wear,Fashion,9725000,operating,USA,CA,Los Angeles,Los Angeles,3,2006-01-01,2012-06-01,2015-08-13
WhoAPI,Developer APIs|Domains|Web Hosting,250000,operating,USA,CA,SF Bay Area,Mountain View,3,2011-12-01,2012-07-31,2015-03-24
WHObyYOU,Curated Web|Local|Location Based Services,150000,closed,USA,NY,New York City,New York,1,2008-07-31,2008-12-01,2008-12-01
WhoCanHelp.com,Curated Web|Local|Outsourcing|Services,730000,closed,USA,MT,Missoula,Missoula,2,2009-05-01,2010-09-01,2011-03-29
WhoKnows,Collaboration|Enterprise Software|Knowledge Management|Machine Learning|SaaS,4750000,operating,USA,CA,SF Bay Area,Mountain View,4,2012-06-04,2013-10-08,2015-08-01
Whole Sale Fund,Finance|SaaS|Wholesale,250000,operating,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2012-05-01,2012-05-01
Wholelife Companies,Real Estate,4000000,operating,USA,OK,Oklahoma City,Oklahoma City,1,2013-05-01,2014-01-30,2014-01-30
WholeMeaning,Big Data Analytics|Natural Language Processing|Text Analytics,800000,operating,USA,CA,SF Bay Area,San Mateo,2,2013-01-01,2013-04-01,2014-12-10
WholeSecurity,SaaS|Security|Services,10000000,operating,USA,TX,Austin,Austin,1,2000-01-01,2004-04-27,2004-04-27
Whooch,MicroBlogging|Social Media,5000,operating,USA,NJ,Newark,Hoboken,1,2013-01-01,2013-07-01,2013-07-01
WHOOP,Sports,21751000,operating,USA,MA,Boston,Boston,4,2011-12-31,2013-01-31,2015-09-22
WhoSay,Games,20460000,operating,USA,NY,New York City,New York,4,2010-01-01,2010-06-01,2012-07-24
LocalView,Software,142000,operating,USA,KY,KY - Other,Bowling Green,1,2011-01-01,2012-03-07,2012-03-07
Wi-Chi,Nanotechnology|Semiconductors|Solar,7000000,closed,USA,OR,"Portland, Oregon",Tualatin,1,2008-01-01,2008-05-15,2008-05-15
Wi3,Hardware + Software,1090000,operating,USA,NY,"Rochester, New York",Victor,1,2008-01-01,2011-09-26,2011-09-26
Wibbitz,Mobile|News|Video|Web Development,10800000,operating,USA,NY,New York City,New York,3,2011-10-01,2011-07-01,2015-05-21
WibiData,Big Data|Enterprise Software,23000000,operating,USA,CA,SF Bay Area,San Francisco,3,2010-01-01,2010-09-16,2013-05-01
Wibiya,Curated Web|Web Tools,2000000,acquired,USA,CA,SF Bay Area,Foster City,1,2008-01-01,2010-04-20,2010-04-20
WiChorus,Web Hosting,42500000,acquired,USA,CA,SF Bay Area,San Jose,4,2005-01-01,2005-12-22,2008-11-04
Wicked Loot,Games,20000,operating,USA,HI,Honolulu,Honolulu,1,2012-08-01,2013-04-29,2013-04-29
Wicked Stix Cigars and Sinful Coffee,Coffee,6000,operating,USA,IL,Chicago,Batavia,1,2015-05-18,2015-05-15,2015-05-15
Wickr Inc.,Messaging,39000000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2014-03-03,2014-06-25
Wide Open Spaces,Content|Leisure|Social Commerce|Sports,1100000,operating,USA,TX,Austin,Austin,1,2013-09-01,2015-10-28,2015-10-28
WideAngle Metrics,Analytics|Internet Marketing|Social Media|Software,100000,closed,USA,CA,Napa Valley,Boyes Hot Springs,1,2009-10-01,2010-02-01,2010-02-01
Wideo,Advertising|Digital Media|Education|Online Video Advertising|Photography|Video,460000,operating,USA,CA,SF Bay Area,Mountain View,1,2012-10-01,2014-07-01,2014-07-01
WideOrbit,Advertising|Advertising Platforms|Enterprise Software|Internet Radio Market|Software|Television,34500000,operating,USA,CA,SF Bay Area,San Francisco,5,1999-07-14,1999-07-14,2015-10-16
Widetronix,Clean Technology,1955080,operating,USA,NY,Elmira,Ithaca,3,2003-01-01,2010-05-16,2015-04-17
Widevine Technologies,Consumer Electronics|Digital Rights Management|Games|Internet TV,66300000,acquired,USA,WA,Seattle,Seattle,6,1998-01-01,2000-09-01,2009-12-14
WiFi Rail,Mobile,5109529,operating,USA,CA,SF Bay Area,Oakland,1,2005-01-01,2011-01-13,2011-01-13
Wiggio,Collaboration|Enterprise Software,2939581,acquired,USA,MA,Boston,Boston,4,2008-09-15,2008-08-01,2012-11-06
WigWag,Internet of Things|Open Source|Smart Building,1100000,operating,USA,TX,Austin,Austin,1,2012-01-01,2014-08-26,2014-08-26
Wiki-PR,Consulting|Public Relations|Reputation|Semantic Search,75000,operating,USA,TX,Austin,Austin,1,2011-02-01,2011-04-14,2011-04-14
Wikia,Curated Web|Media|Search|Social Media,29800000,operating,USA,CA,SF Bay Area,San Francisco,5,2006-01-01,2004-01-01,2014-08-27
Wikibon,Big Data|Cloud Computing|Information Technology|Security|Social Media|Storage|Virtualization,500000,operating,USA,MA,Boston,Marlborough,1,2007-01-01,2007-01-10,2007-01-10
Wikimedia Foundation,Nonprofits|Open Source|Semantic Search|Web Tools,138000000,operating,USA,CA,SF Bay Area,San Francisco,8,2003-06-20,2008-03-01,2012-12-01
Wikinvest,Finance|FinTech|Stock Exchanges,17519999,operating,USA,CA,SF Bay Area,San Francisco,2,2006-01-01,2007-10-01,2013-07-15
Wikipad,Consumer Electronics,398800,operating,USA,CA,Los Angeles,Westlake Village,1,2012-01-01,2015-04-02,2015-04-02
Wikipixel,Digital Media|Public Relations|Software,650000,operating,USA,FL,Miami,Aventura,1,2011-01-01,2011-01-01,2011-01-01
WikiRealty,Internet|Real Estate,1900000,operating,USA,CA,Los Angeles,Santa Monica,2,2012-06-01,2014-12-01,2015-04-01
Wikisway,Big Data|Data Visualization|Interface Design|Internet|Search|Software,140000,operating,USA,OR,"Portland, Oregon",Portland,1,2011-07-01,2012-09-10,2012-09-10
Wikkit LLC,Advertising|Events|Messaging|Mobile|Networking|QR Codes|Social Games|Ticketing|Wireless,17500,operating,USA,NY,New York City,New York,1,2010-07-23,2010-09-20,2010-09-20
Wild Brain,Advertising|Games|Graphics,30000000,operating,USA,CA,Los Angeles,Los Angeles,1,1994-01-01,2004-11-01,2004-11-01
Wild Needle,Mobile,2500000,acquired,USA,CA,SF Bay Area,Mountain View,1,2010-01-01,2010-12-29,2010-12-29
WildBlue,Web Hosting,50000000,acquired,USA,CO,Denver,Englewood,1,2004-01-01,2008-09-03,2008-09-03
Wildcard,Mobile,10000000,operating,USA,NY,New York City,New York,2,2013-01-01,2013-07-01,2014-08-06
Wildcard Systems,Finance|Financial Services|Services,14500000,acquired,USA,FL,Ft. Lauderdale,Sunrise,1,1995-01-01,2001-10-24,2001-10-24
Wildfang,Fashion,2925000,operating,USA,OR,"Portland, Oregon",Portland,3,2011-01-01,2013-03-11,2015-10-27
WildFire Connections,Mobile,300000,operating,USA,NC,Charlotte,Charlotte,1,2008-01-01,2011-10-27,2011-10-27
Wildfire,Advertising|Enterprise Software|Sales and Marketing|Social Media,14100000,acquired,USA,CA,SF Bay Area,Redwood City,4,2008-07-01,2008-12-01,2011-12-01
Wildflower Health,Mobile,6805790,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2012-10-01,2015-06-26
WildPackets,Software,250000,operating,USA,CA,SF Bay Area,Walnut Creek,1,1990-01-01,2015-05-08,2015-05-08
WildTangent,Advertising|Android|App Discovery|Application Platforms|App Marketing|Digital Entertainment|Mobile,100500000,operating,USA,WA,Seattle,Redmond,5,1998-01-01,2000-03-01,2007-11-01
WiLinx,Semiconductors,15000000,closed,USA,CA,San Diego,Carlsbad,1,2003-01-01,2007-01-10,2007-01-10
willagirl LLC,Beauty|Direct Sales|Lifestyle Products,4364162,operating,USA,CT,Hartford,Greenwich,1,2008-01-01,2014-10-20,2014-10-20
WillCall,Events|Mobile|Ticketing,2100000,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-06-01,2011-05-01,2013-08-07
Williams-Sonoma,Retail,3900000,ipo,USA,CA,SF Bay Area,San Francisco,1,1956-01-01,2015-03-12,2015-03-12
Wily Technology,Software,15000000,acquired,USA,CA,SF Bay Area,Brisbane,1,1998-01-01,2003-02-04,2003-02-04
Win Win Slots,Gambling|Games,500000,operating,USA,FL,Jacksonville,Kenansville,1,2012-06-06,2013-01-01,2013-01-01
Windation,Manufacturing,76500,operating,USA,CA,SF Bay Area,Menlo Park,1,2007-01-01,2009-02-26,2009-02-26
WinDensity,Clean Technology,13000000,closed,USA,CA,Sacramento,Folsom,1,2006-01-01,2008-01-28,2008-01-28
Windmill Cardiovascular Systems,Biotechnology,920000,operating,USA,TX,Austin,Austin,2,2005-01-01,2011-08-08,2012-09-11
Windowfarms,Agriculture|Clean Technology|Consumer Goods|EdTech|Education|Green|Home & Garden|Organic|Sustainability,80000,operating,USA,NY,New York City,Brooklyn,2,2010-01-01,2011-05-01,2013-01-02
WindPipe,Hardware + Software,51000,closed,USA,CO,Denver,Longmont,2,2010-01-01,2012-08-10,2014-05-02
WindPole Ventures,Analytics,1025000,operating,USA,MA,MA - Other,Arlington Heights,1,2008-07-31,2010-01-01,2010-01-01
Windsor Circle,Analytics|Direct Marketing|E-Commerce|Email Marketing|Information Technology|Marketing Automation|Personalization|Retail|Software,9295000,operating,USA,NC,Raleigh,Durham,6,2011-01-03,2011-04-27,2014-09-16
Wine Ring,Software,1785000,operating,USA,NY,Syracuse,Syracuse,1,2010-01-01,2014-07-28,2014-07-28
Inertia Beverage Group,Software|Wine And Spirits,25500100,closed,USA,CA,Napa Valley,Napa,3,2004-10-22,2007-04-03,2012-01-01
Winerist,Internet|Technology|Travel|Wine And Spirits,360000,operating,USA,KY,Lexington,London,2,2012-10-01,2014-04-30,2014-05-02
Winery Exchange,Wine And Spirits,5000000,operating,USA,CA,SF Bay Area,Novato,1,1999-01-01,2007-10-16,2007-10-16
WineShop,Hospitality,2106500,operating,USA,CA,Napa Valley,Napa,1,1995-01-01,2010-07-09,2010-07-09
WineTracker.co,Consumer Internet|Internet|Lifestyle|Wine And Spirits,10000,operating,USA,WA,Seattle,Woodinville,1,2014-09-15,2015-06-01,2015-06-01
WiNetworks,Mobile,19000000,closed,USA,NY,New York City,New York,2,2002-01-01,2006-08-18,2009-03-05
Wing Ma'am,Gay & Lesbian,25000,operating,USA,PA,Pittsburgh,Pittsburgh,2,2012-10-07,2013-06-09,2014-04-17
Wing Power Energy,Local Businesses,195003,operating,USA,MA,Boston,Burlington,1,2004-01-01,2011-03-28,2011-03-28
Wingz,Collaboration|Curated Web|Green|Networking|Peer-to-Peer|Transportation,2725000,operating,USA,CA,SF Bay Area,San Francisco,3,2014-01-01,2011-04-04,2015-04-13
Wink,Search,6200000,acquired,USA,CA,SF Bay Area,Mountain View,1,2004-08-19,2005-01-01,2005-01-01
Winloot.com,Games|Incentives|Online Gaming,100000,operating,USA,NY,Long Island,Roslyn,1,2013-06-01,2013-03-11,2013-03-11
Winnett Perico,Distributors|Hospitality|Supply Chain Management|Wholesale,200000,operating,USA,CO,CO - Other,Loveland,1,2012-10-22,2014-11-27,2014-11-27
Winshuttle,Software,12000000,operating,USA,WA,Seattle,Bothell,1,2003-10-01,2010-09-14,2010-09-14
Winster,Games,1880000,operating,USA,CA,SF Bay Area,San Mateo,1,2004-01-01,2006-04-01,2006-04-01
Wintegra,Web Hosting,50461490,acquired,USA,TX,Austin,Austin,7,2000-01-01,2000-01-01,2008-11-01
Winters Bros. Waste Systems,Local Businesses,28500000,operating,USA,CT,Hartford,Danbury,1,1950-01-01,2013-11-27,2013-11-27
WinUru,E-Commerce|Gamification|Social Games,650000,operating,USA,ID,ID - Other,Hailey,1,2015-03-15,2015-01-15,2015-01-15
"WinView, Inc.",Apps|Fantasy Sports|Games,3500000,operating,USA,CA,SF Bay Area,Redwood City,3,2008-01-01,2013-07-13,2015-04-20
Wiper,Bitcoin|Messaging|Music|Video|VoIP,2500000,operating,USA,NY,New York City,New York,1,2014-02-13,2014-07-14,2014-07-14
Wipit,Finance|Financial Services|Mobile|Mobile Commerce|Mobile Payments|Web Development,999997,acquired,USA,CA,Los Angeles,Pasadena,4,2010-07-01,2010-09-01,2013-09-20
WiQuest Communications,Hardware + Software,59000000,operating,USA,TX,Dallas,Allen,3,2003-01-01,2004-12-20,2007-06-11
Wirama,Hardware + Software,1000000,closed,USA,CA,SF Bay Area,Sunnyvale,1,2006-01-01,2007-02-28,2007-02-28
Wire,Messaging,2250000,operating,USA,WA,Seattle,Seattle,1,2013-02-01,2013-01-01,2013-01-01
Wireless Environment,Hardware + Software,605000,operating,USA,OH,Cleveland,Chagrin Falls,2,2006-01-01,2009-11-05,2010-05-20
Wireless Glue Networks,Internet of Things|Software,4500000,operating,USA,CA,SF Bay Area,Danville,1,2010-01-01,2013-02-21,2013-02-21
Wireless Ronin Technologies,Software,1665000,ipo,USA,MN,Minneapolis,Minneapolis,2,2000-01-01,2013-12-30,2014-08-19
Wireless Seismic,Hardware + Software,63000001,operating,USA,TX,Houston,Sugar Land,6,2006-01-01,2010-12-21,2014-10-14
Wireless Toyz,Mobile,487000,operating,USA,MI,Detroit,Southfield,1,1996-01-01,2012-02-24,2012-02-24
WireOver,Curated Web,150000,operating,USA,MA,Boston,Cambridge,2,2011-11-01,2012-01-01,2012-08-01
Wires,Apps,20000,operating,USA,AL,Birmingham,Birmingham,1,2014-08-01,2015-03-20,2015-03-20
Wis.dm,Social Media|Social Network Media,5000000,closed,USA,IL,Chicago,Chicago,1,2006-06-01,2007-08-01,2007-08-01
wise.io,Big Data|Enterprise Software|Machine Learning|Software,2614554,operating,USA,CA,SF Bay Area,Berkeley,3,2012-05-21,2012-11-01,2014-03-17
Wisegate,Information Technology|Networking|Social Media|Social Network Media,8900000,operating,USA,TX,Austin,Austin,5,2007-01-01,2010-11-23,2014-12-16
WISErg,Clean Technology,32272314,operating,USA,WA,Seattle,Issaquah,5,2011-01-01,2012-05-18,2015-10-05
WiserTogether,Big Data Analytics|Employer Benefits Programs|Health and Wellness|Health Care|Human Resources|Medical,19453775,operating,USA,DC,"Washington, D.C.",Washington,6,2008-02-13,2011-06-30,2014-09-24
WISETIVI,Consumer Electronics|Hardware + Software|Television,620000,closed,USA,CA,SF Bay Area,San Francisco,2,2011-04-10,2011-04-10,2012-12-05
WiseWear,Medical|Sensors|Wearables,3700000,operating,USA,TX,San Antonio,San Antonio,3,2013-09-13,2013-09-01,2015-09-12
Wish,Curated Web|E-Commerce|Marketplaces|Mobile,578700000,operating,USA,CA,SF Bay Area,San Francisco,5,2011-09-05,2010-10-21,2015-06-03
WISHCLOUDS,E-Commerce,4000000,operating,USA,FL,Palm Beaches,Boca Raton,1,2011-01-01,2014-01-15,2014-01-15
WishExpress,Bridging Online and Offline|Families|Gift Registries|Lifestyle|Online Education|Personalization|Social Media|Social Media Platforms,100000,operating,USA,CA,SF Bay Area,Redwood City,1,2013-01-23,2014-10-29,2014-10-29
Wishpot,E-Commerce|Shopping|Social Media,1395100,acquired,USA,WA,Seattle,Seattle,3,2006-11-09,2006-01-01,2008-04-29
WiSpry,Semiconductors,70799998,operating,USA,CA,Anaheim,Irvine,11,2002-01-01,2004-01-01,2014-07-11
Wistar Institute,Biotechnology|Life Sciences|Medical,1100000,operating,USA,PA,Philadelphia,Philadelphia,1,1972-01-01,2015-03-13,2015-03-13
Wistia,Internet Marketing|Video|Video Streaming,1625000,operating,USA,MA,Boston,Cambridge,3,2006-06-06,2008-01-01,2010-03-24
Wit.ai,Software,3000000,acquired,USA,CA,SF Bay Area,Palo Alto,2,2013-10-31,2014-01-01,2014-10-15
WiTricity,Clean Technology,31000000,operating,USA,MA,Boston,Watertown,3,2007-01-01,2007-12-04,2013-10-22
WITS(MD),Software,1600000,operating,USA,WI,Madison,Middleton,1,2013-01-01,2015-07-30,2015-07-30
Witsbits,Cloud Computing|Software|Storage|Web Hosting,206447,acquired,USA,CA,SF Bay Area,San Francisco,2,2004-01-01,2006-01-01,2010-06-24
Wittlebee,E-Commerce|Fashion|Life Sciences|Parenting,2500000,acquired,USA,CA,Los Angeles,Culver City,1,2012-01-01,2012-04-05,2012-04-05
WittyParrot,Content|Curated Web|Productivity Software|Software,1000000,operating,USA,CA,SF Bay Area,Cupertino,1,2012-09-01,2014-04-04,2014-04-04
Wize,E-Commerce|Reviews and Recommendations|Search|Shopping,4988000,acquired,USA,CA,SF Bay Area,Burlingame,2,2006-08-01,2007-01-01,2008-01-01
WizeHive,Enterprise Software,2580000,operating,USA,PA,Philadelphia,Conshohocken,3,2008-12-20,2009-01-01,2013-03-21
Wizeline,Analytics|Business Intelligence,8435583,operating,USA,CA,SF Bay Area,San Francisco,2,2013-11-01,2013-11-27,2014-06-01
WizIQ,EdTech|Education,4000000,operating,USA,NC,Raleigh,Apex,1,2007-04-01,2013-01-24,2013-01-24
WizMaps,Real Estate,250000,operating,USA,CA,SF Bay Area,Cupertino,1,2014-01-01,2014-06-01,2014-06-01
CleverTap,Consumer Behavior|Mobile Analytics|SaaS,9600000,operating,USA,CA,SF Bay Area,Palo Alto,2,2013-05-24,2014-07-07,2015-08-03
Wizzard Software,Software,600000,operating,USA,PA,Pittsburgh,Pittsburgh,1,1995-01-01,2009-06-22,2009-06-22
WKS Restaurant,Hospitality,43000000,operating,USA,CA,Los Angeles,Lakewood,1,1987-01-01,2014-02-11,2014-02-11
wmbly,Curated Web|Events|Social Media|Video,20000,operating,USA,CA,SF Bay Area,San Francisco,1,2010-04-01,2010-08-21,2010-08-21
Wochit,News|Video,14750000,operating,USA,NY,New York City,New York,2,2012-05-01,2013-05-13,2014-05-12
Wodby,Application Platforms|Cloud Computing|Development Platforms|PaaS|Web Development|Web Hosting|Web Tools,105000,operating,USA,CA,SF Bay Area,Sunnyvale,2,2014-09-01,2014-09-01,2015-09-16
Wolfe Diversified Industries,Software,700000,operating,USA,IN,Indianapolis,Anderson,1,2007-01-01,2013-09-25,2013-09-25
WolfGIS,Public Transportation,500000,operating,USA,AL,Birmingham,Pell City,1,2011-01-01,2013-06-12,2013-06-12
Wolfpack Chassis,Manufacturing,755000,operating,USA,IN,Fort Wayne,Kendallville,1,2011-11-01,2013-01-31,2013-01-31
Wombat Security Technologies,Information Security|Software,10845000,operating,USA,PA,Pittsburgh,Pittsburgh,5,2008-01-01,2011-06-29,2015-10-21
WOMN,Internet|Women,120000,acquired,USA,CA,SF Bay Area,San Mateo,1,1992-01-01,2014-07-16,2014-07-16
Women of Coffee,Coffee,11000,operating,USA,CA,San Diego,San Diego,1,2013-12-30,2013-10-15,2013-10-15
WomenCentric,News|Social Media,15270,operating,USA,NY,NY - Other,Pomona,1,2005-10-01,2011-11-01,2011-11-01
Women.com,Entertainment|News|Social Media,1750000,operating,USA,CA,Los Angeles,Los Angeles,1,2013-12-01,2014-08-01,2014-08-01
Womensforum,Forums,7000000,operating,USA,IL,Chicago,Chicago,1,1996-01-01,2000-03-31,2000-03-31
WomStreet,Advertising|Crowdsourcing|Internet Marketing|Social Media,35000,operating,USA,WI,Madison,Madison,1,2012-02-14,2012-02-14,2012-02-14
Wonder Forge,Games,1750000,operating,USA,WA,Seattle,Seattle,2,2007-01-01,2012-06-12,2013-01-08
Wonder Technologies,E-Commerce|Gift Card|Marketplaces|Mobile|Payments|Shopping,1666000,operating,USA,CA,SF Bay Area,Burlingame,3,2013-03-20,2014-01-01,2014-07-31
