company,funding_date,funding_amount_usd,investor
Scott-Hampton,2019-09-16,1052224000,Andreessen Horowitz
"Oliver, Thompson and Cobb",2019-09-16,6944697000,Y Combinator
Hudson Group,2019-09-16,1300130000,Andreessen Horowitz
Haney and Sons,2019-09-16,728131000,Accel
Chan Inc,2019-09-16,60368000,Tiger Global
"Welch, Bender and Robertson",2019-09-16,1725306000,Index Ventures
Smith Group,2019-09-16,553226000,Y Combinator
Fisher and Sons,2019-09-16,67430000,Andreessen Horowitz
"Henry, Harvey and Morales",2019-09-16,537718000,Tiger Global
Terry-Guzman,2019-09-16,371861000,Y Combinator
"Ruiz, Smith and Davis",2019-09-16,132118000,Y Combinator
Perez PLC,2019-09-16,50848000,Index Ventures
Forbes-Dawson,2019-09-16,1048190000,Y Combinator
"Burns, Todd and Edwards",2019-09-15,596242000,Tiger Global
Wagner-Shepherd,2019-09-15,2042697000,Y Combinator
Johnson-Rivas,2019-09-15,436436000,Tiger Global
"Byrd, Foster and Cole",2019-09-15,510579000,Index Ventures
"Johnson, Sanchez and Li",2019-09-15,1703739000,SoftBank
"Hart, Wong and Scott",2019-09-15,1495686000,Sequoia
Davis and Sons,2019-09-15,677497000,Y Combinator
Cummings LLC,2019-09-15,9685502000,Sequoia
Johnson-Anderson,2019-09-15,538771000,Sequoia
Thompson-Cantu,2019-09-15,504006000,Accel
"Roberts, Foley and Wilson",2019-09-15,1185963000,Andreessen Horowitz
Hill Group,2019-09-14,245744000,Sequoia
Malone-Owens,2019-09-14,121226000,Index Ventures
Castaneda-Moody,2019-09-14,3514779000,SoftBank
"Gardner, Moore and Park",2019-09-14,594906000,SoftBank
Lopez-Williams,2019-09-14,211364000,SoftBank
"Phillips, Dunn and Reid",2019-09-14,295403000,Tiger Global
Mcdaniel-White,2019-09-14,576928000,Index Ventures
Monroe and Sons,2019-09-14,457602000,Tiger Global
Pratt-Hughes,2019-09-14,642516000,Index Ventures
"Solis, Shannon and Allen",2019-09-14,744789000,SoftBank
Oneill Inc,2019-09-14,3708268000,Index Ventures
"Martinez, Powers and Donaldson",2019-09-14,393384000,Tiger Global
Campbell Ltd,2019-09-14,161958000,Accel
Powell LLC,2019-09-14,862113000,Accel
Rodriguez Ltd,2019-09-13,1286794000,Sequoia
"Garza, Bishop and Edwards",2019-09-13,28716000,Accel
Patel and Sons,2019-09-13,205604000,Y Combinator
Wright LLC,2019-09-13,296410000,Andreessen Horowitz
"Boyle, Hernandez and Williams",2019-09-13,611202000,Sequoia
Thomas-Johnson,2019-09-13,153442000,Accel
Powell PLC,2019-09-13,270623000,Sequoia
Rivera and Sons,2019-09-13,332417000,SoftBank
Thomas-Carter,2019-09-13,875805000,SoftBank
"Lawson, Logan and Chavez",2019-09-13,252268000,Tiger Global
Gamble-Garrett,2019-09-13,742710000,Sequoia
Stanton-Bright,2019-09-12,166378000,Y Combinator
Miller PLC,2019-09-12,1204828000,Tiger Global
"Stanley, Morgan and Boyer",2019-09-12,272841000,Accel
"Navarro, Harris and Hill",2019-09-12,387813000,Andreessen Horowitz
"West, Thomas and Ward",2019-09-12,318168000,Y Combinator
"Stout, Conner and Patton",2019-09-12,1541285000,SoftBank
Jones-Watkins,2019-09-12,2930881000,Tiger Global
Ortiz-Ellis,2019-09-12,1308842000,SoftBank
Holloway-Parsons,2019-09-12,4303971000,Accel
Cowan Inc,2019-09-12,459478000,Y Combinator
"Baker, Castro and Phillips",2019-09-12,605383000,SoftBank
Munoz Group,2019-09-12,840936000,SoftBank
Miller-Welch,2019-09-12,466456000,Accel
Wright Ltd,2019-09-11,165219000,Tiger Global
"Simmons, Strickland and Cain",2019-09-11,1344893000,Y Combinator
"Ortega, Spencer and Allen",2019-09-11,153099000,SoftBank
Pham PLC,2019-09-11,571377000,Andreessen Horowitz
Harper and Sons,2019-09-11,203496000,SoftBank
Stafford PLC,2019-09-11,232104000,SoftBank
Pittman Group,2019-09-11,190490000,Y Combinator
Miller Inc,2019-09-11,1036256000,Y Combinator
"Gallagher, Freeman and Williams",2019-09-11,386215000,SoftBank
Bennett-Holmes,2019-09-11,5033244000,Andreessen Horowitz
Wilcox-Wilkins,2019-09-10,184690000,Y Combinator
Mcdonald-Riley,2019-09-10,3142154000,Sequoia
"Daugherty, Hardin and Mccall",2019-09-10,435969000,Andreessen Horowitz
"Mccarthy, Anderson and Brown",2019-09-10,479829000,Sequoia
Smith-Hodge,2019-09-10,728157000,Index Ventures
Grant-Mcdonald,2019-09-10,217629000,Sequoia
Mejia PLC,2019-09-10,274015000,Andreessen Horowitz
"Jones, Roberts and Lopez",2019-09-10,589252000,Sequoia
"Gallegos, Ballard and Smith",2019-09-10,881630000,Index Ventures
Gonzalez-Bailey,2019-09-10,214782000,Sequoia
Brown-Vang,2019-09-10,290642000,Index Ventures
"Day, Clark and Phelps",2019-09-10,730340000,SoftBank
James Inc,2019-09-10,563630000,Y Combinator
Wilson Ltd,2019-09-10,108538000,Index Ventures
"Peterson, Gonzales and Morales",2019-09-10,273132000,Accel
Andrade-Lopez,2019-09-10,100724000,Andreessen Horowitz
"Lewis, Barrera and Hale",2019-09-09,1252496000,SoftBank
Newman-Stark,2019-09-09,1060591000,Sequoia
Medina Ltd,2019-09-09,172320000,Index Ventures
"Carter, Stewart and Shaw",2019-09-09,290387000,SoftBank
Scott-Baldwin,2019-09-09,242771000,Accel
Rose LLC,2019-09-09,101176000,Index Ventures
York Ltd,2019-09-09,250621000,Sequoia
Espinoza and Sons,2019-09-09,1048444000,SoftBank
Ortega LLC,2019-09-09,1636584000,Tiger Global
"Morales, Saunders and Whitaker",2019-09-09,589073000,Y Combinator
Williams PLC,2019-09-08,280645000,Sequoia
"Mendoza, Nelson and Hurley",2019-09-08,922620000,SoftBank
White Group,2019-09-08,588556000,Accel
Buchanan-Miller,2019-09-08,239064000,Andreessen Horowitz
Clayton PLC,2019-09-08,2239197000,Andreessen Horowitz
"Reed, Young and Hurley",2019-09-08,46991000,Andreessen Horowitz
Lewis Group,2019-09-08,447703000,Accel
Turner Ltd,2019-09-08,1245951000,Tiger Global
"Williams, Schultz and Diaz",2019-09-08,4722859000,Y Combinator
"Nichols, Brown and Zavala",2019-09-08,171941000,SoftBank
Mahoney-Thompson,2019-09-08,144548000,Y Combinator
Brock Ltd,2019-09-07,405889000,Tiger Global
"Schneider, Phillips and Nichols",2019-09-07,215946000,Sequoia
Campos-Pruitt,2019-09-07,532498000,Accel
Contreras PLC,2019-09-07,350671000,Accel
Harris LLC,2019-09-07,139572000,Andreessen Horowitz
Joseph-Morgan,2019-09-07,202372000,Andreessen Horowitz
Scott-Clark,2019-09-07,158271000,Y Combinator
Leach Inc,2019-09-07,2051445000,Tiger Global
Rice Group,2019-09-07,242148000,Accel
"Rivers, Smith and Deleon",2019-09-07,165324000,Tiger Global
Roberts-Nielsen,2019-09-07,205292000,SoftBank
Nguyen LLC,2019-09-07,2244506000,Andreessen Horowitz
Nielsen-Mcdonald,2019-09-07,520515000,Sequoia
"Snyder, Soto and Porter",2019-09-07,101745000,Accel
"Liu, Melendez and Gonzales",2019-09-07,183080000,Sequoia
Villarreal-Harrison,2019-09-07,963239000,Index Ventures
Strickland-Figueroa,2019-09-07,797030000,SoftBank
Ray-Lewis,2019-09-07,274182000,Accel
Johnson Ltd,2019-09-07,220937000,Y Combinator
Ayala Ltd,2019-09-06,99843000,Andreessen Horowitz
Duran-Ibarra,2019-09-06,763154000,Tiger Global
"James, Shea and Johnson",2019-09-06,411040000,Tiger Global
"Holt, Miller and Warner",2019-09-06,1566410000,SoftBank
"Joseph, Collins and Price",2019-09-06,4037357000,Tiger Global
"Davis, Kim and Scott",2019-09-06,304661000,SoftBank
Cohen-Owen,2019-09-06,1671525000,Andreessen Horowitz
"Boyer, Kent and Burns",2019-09-06,172433000,SoftBank
Bryant-Watson,2019-09-06,676247000,Y Combinator
Williams Ltd,2019-09-06,620415000,Y Combinator
Lee and Sons,2019-09-06,954686000,Index Ventures
Burton PLC,2019-09-06,1132927000,Tiger Global
Patrick Inc,2019-09-06,352150000,Y Combinator
"Garcia, Rivera and Boyd",2019-09-05,1064241000,Index Ventures
"Allen, Juarez and Henderson",2019-09-05,235791000,Y Combinator
Turner-Ramirez,2019-09-05,315949000,Andreessen Horowitz
Arnold PLC,2019-09-05,104155000,Y Combinator
Jimenez-Marshall,2019-09-05,62980000,Accel
Donaldson and Sons,2019-09-05,178449000,Tiger Global
Rios LLC,2019-09-05,282980000,Y Combinator
"Mathews, Gray and Gallagher",2019-09-05,549688000,Index Ventures
Lowery-Wells,2019-09-05,1128747000,Accel
Thomas Inc,2019-09-05,855079000,Andreessen Horowitz
"Brown, Schultz and Alvarado",2019-09-05,120023000,SoftBank
Miranda-Conley,2019-09-05,1539380000,Andreessen Horowitz
Johnson-Brady,2019-09-05,70879000,Y Combinator
"Allen, Flynn and Mccoy",2019-09-05,296036000,Sequoia
"Clark, Cruz and Santos",2019-09-05,164429000,Tiger Global
Donaldson-Hancock,2019-09-04,591331000,Index Ventures
Jacobson-Gonzales,2019-09-04,268875000,Accel
Mendez-Mitchell,2019-09-04,789252000,Accel
White LLC,2019-09-04,124020000,Tiger Global
"Cantrell, King and Baker",2019-09-04,436187000,Tiger Global
"Reed, Barnes and Davis",2019-09-04,556983000,Index Ventures
Simmons PLC,2019-09-04,89891000,Accel
Davis Ltd,2019-09-04,3812895000,SoftBank
Perez-Morgan,2019-09-04,586543000,SoftBank
Hughes-Lindsey,2019-09-04,877944000,Andreessen Horowitz
Smith Group,2019-09-04,2642628000,Y Combinator
"Jefferson, Jones and Hicks",2019-09-04,2620169000,Index Ventures
Harris Group,2019-09-04,678394000,Sequoia
Mercado-Walker,2019-09-04,552873000,Andreessen Horowitz
Lindsey-Valdez,2019-09-04,322647000,SoftBank
"Knight, Brown and Clark",2019-09-04,1328613000,Index Ventures
Davis PLC,2019-09-03,280669000,SoftBank
"Little, Houston and Martinez",2019-09-03,142482000,Sequoia
Humphrey-Blair,2019-09-03,690713000,SoftBank
Green-Navarro,2019-09-03,232994000,Tiger Global
"Potter, Singh and Rodgers",2019-09-03,1203108000,SoftBank
White Group,2019-09-03,428385000,Andreessen Horowitz
Gomez and Sons,2019-09-03,599128000,Tiger Global
Potter-Williamson,2019-09-03,761402000,Accel
Dalton-Harris,2019-09-02,172441000,SoftBank
"Long, Salinas and Hall",2019-09-02,4287628000,Y Combinator
"Rosales, Randall and Wilkinson",2019-09-02,168419000,SoftBank
Williams Group,2019-09-02,163413000,Tiger Global
Welch Inc,2019-09-02,1280164000,Tiger Global
Werner Ltd,2019-09-02,85665000,Index Ventures
Simpson Inc,2019-09-01,1555419000,Tiger Global
Rodriguez-Rodriguez,2019-09-01,97298000,Tiger Global
Thomas Group,2019-09-01,838177000,Sequoia
"Lutz, Santiago and Lawson",2019-09-01,284674000,Index Ventures
Brown PLC,2019-09-01,277944000,Y Combinator
Melton-Parker,2019-09-01,89983000,Accel
Holloway-Kaufman,2019-09-01,592623000,Andreessen Horowitz
Park-Campbell,2019-09-01,259350000,Sequoia
Hunt-Moreno,2019-09-01,274780000,Sequoia
"Mcgee, Randall and Evans",2019-09-01,1082612000,Index Ventures
Lee-Martinez,2019-09-01,668934000,Accel
"Keller, Sawyer and Arnold",2019-09-01,109958000,Index Ventures
Arroyo-Johnson,2019-09-01,508956000,Accel
Newman-Norman,2019-09-01,190049000,Y Combinator
"Wilson, Nelson and Young",2019-09-01,418961000,Index Ventures
Miller PLC,2019-09-01,2655089000,Accel
Morse and Sons,2019-08-31,1195392000,Accel
"Hernandez, Deleon and Ortiz",2019-08-31,1317994000,Accel
Terry-King,2019-08-31,1375098000,SoftBank
Beard-Hubbard,2019-08-31,399470000,Andreessen Horowitz
Thompson-Lee,2019-08-31,1548875000,Andreessen Horowitz
Sutton-Mitchell,2019-08-31,137183000,Sequoia
Young Ltd,2019-08-31,103113000,SoftBank
Owens Ltd,2019-08-31,202573000,SoftBank
"Howard, Stewart and Weaver",2019-08-31,83487000,Accel
Garrison-Finley,2019-08-31,119535000,Tiger Global
Cross-Hicks,2019-08-31,591331000,Sequoia
"Owens, Page and Johnson",2019-08-31,161592000,SoftBank
Baker-Smith,2019-08-31,181934000,Index Ventures
"Martinez, Johnson and Rodriguez",2019-08-31,1035992000,Accel
Gross-Jones,2019-08-31,1866938000,Andreessen Horowitz
Skinner LLC,2019-08-31,66318000,Sequoia
"Adams, Smith and Carlson",2019-08-30,793092000,Y Combinator
Pierce-Church,2019-08-30,113120000,Accel
Rosario-Smith,2019-08-30,213231000,Accel
Spence and Sons,2019-08-30,138551000,Andreessen Horowitz
"Patel, Campbell and Hoffman",2019-08-30,593441000,Y Combinator
Hunter-Hernandez,2019-08-30,165322000,Andreessen Horowitz
"Davis, Brown and Kline",2019-08-30,345637000,Sequoia
Thornton and Sons,2019-08-29,547447000,SoftBank
Barnett Group,2019-08-29,4351442000,Sequoia
"Crawford, Davis and Williams",2019-08-29,168830000,Andreessen Horowitz
Torres Inc,2019-08-29,106022000,Y Combinator
"Morris, Miller and Coleman",2019-08-29,177506000,Accel
Rocha Ltd,2019-08-29,809485000,Andreessen Horowitz
Weaver-Burch,2019-08-29,520302000,SoftBank
"Gonzalez, Herman and Haynes",2019-08-29,1651182000,Tiger Global
"Johnson, Galvan and Saunders",2019-08-29,461629000,SoftBank
Webster-Harris,2019-08-29,357740000,Accel
Avery Group,2019-08-29,2562178000,Accel
Reid Group,2019-08-28,1194812000,Andreessen Horowitz
Mitchell-Campbell,2019-08-28,1455759000,Y Combinator
Davis-Nelson,2019-08-28,2938171000,Sequoia
Ortega LLC,2019-08-28,1479716000,Sequoia
"Martinez, Gregory and Ingram",2019-08-28,653722000,SoftBank
Hill-Morgan,2019-08-28,1989690000,Andreessen Horowitz
Miller-Ashley,2019-08-28,461380000,SoftBank
"Blanchard, Medina and Black",2019-08-28,188826000,Andreessen Horowitz
Brown-Marshall,2019-08-28,372066000,Tiger Global
Salas-Hansen,2019-08-28,4103564000,Index Ventures
"Wiggins, Fields and Smith",2019-08-27,190045000,Index Ventures
Wood-Harris,2019-08-27,7681643000,SoftBank
Carr and Sons,2019-08-27,72574000,Tiger Global
Estes Group,2019-08-27,2516485000,Sequoia
Sims-West,2019-08-27,419500000,Andreessen Horowitz
"Wilson, Lamb and Mason",2019-08-27,1083648000,Tiger Global
Day LLC,2019-08-27,106231000,Index Ventures
Webster-Benjamin,2019-08-27,212512000,Andreessen Horowitz
"Ward, Gutierrez and Schultz",2019-08-27,1956881000,Sequoia
Ramirez-Cook,2019-08-27,1268395000,SoftBank
Ware PLC,2019-08-27,999306000,Tiger Global
"Weiss, Montgomery and Morgan",2019-08-27,494556000,Tiger Global
Nielsen-Ortiz,2019-08-27,226843000,SoftBank
Austin-Morgan,2019-08-27,1241611000,Tiger Global
Cunningham LLC,2019-08-27,64292000,Accel
King-Reed,2019-08-27,955877000,Andreessen Horowitz
Garrett and Sons,2019-08-26,480760000,Sequoia
"Garcia, Welch and Sawyer",2019-08-26,1039916000,Andreessen Horowitz
"Cain, Wilson and Stafford",2019-08-26,2292444000,SoftBank
Moran-Mcguire,2019-08-26,1091500000,SoftBank
Smith LLC,2019-08-26,397749000,Index Ventures
Cline PLC,2019-08-26,158387000,Accel
"Mills, Case and Guzman",2019-08-26,602737000,Andreessen Horowitz
Drake LLC,2019-08-26,389264000,Accel
Chung PLC,2019-08-26,496844000,Y Combinator
Riggs-Williams,2019-08-26,748660000,Sequoia
Matthews-Washington,2019-08-26,696755000,Sequoia
Rowe PLC,2019-08-26,503247000,Sequoia
Lyons Group,2019-08-26,613593000,Accel
Hudson PLC,2019-08-26,1385227000,Y Combinator
Williams PLC,2019-08-26,815723000,SoftBank
"White, Brown and Dominguez",2019-08-26,163562000,Y Combinator
Lee-Hall,2019-08-26,801040000,Accel
Jackson-Bishop,2019-08-25,57151000,Andreessen Horowitz
Webster Inc,2019-08-25,936120000,Tiger Global
Hutchinson-Brown,2019-08-25,1934330000,Accel
Klein Group,2019-08-25,497165000,Y Combinator
Rice-Cox,2019-08-25,2455144000,Index Ventures
"Lawrence, Robinson and Becker",2019-08-25,121983000,Sequoia
"Martin, Montgomery and Prince",2019-08-25,1144431000,Andreessen Horowitz
Coleman Inc,2019-08-25,392943000,Index Ventures
Rasmussen-James,2019-08-25,423768000,Accel
Williams-Henderson,2019-08-25,1211348000,Sequoia
Santos LLC,2019-08-25,173546000,SoftBank
"Logan, Ramsey and Perry",2019-08-25,914871000,Accel
"Baker, Edwards and Miller",2019-08-25,1635945000,SoftBank
Scott-Reilly,2019-08-25,301835000,Sequoia
Valencia PLC,2019-08-25,1470030000,Index Ventures
"Page, Smith and Stout",2019-08-24,342153000,Sequoia
Paul Ltd,2019-08-24,410319000,SoftBank
"Cooper, Parrish and Taylor",2019-08-24,204788000,Y Combinator
"Thompson, Holland and Thompson",2019-08-24,123812000,Sequoia
Moss-Gardner,2019-08-24,337874000,Accel
Manning and Sons,2019-08-24,320972000,Y Combinator
Hogan-Barnes,2019-08-24,332712000,Tiger Global
Curtis Ltd,2019-08-24,81151000,Index Ventures
Johnson Group,2019-08-24,434031000,Accel
Nolan-Joseph,2019-08-24,361584000,Index Ventures
Kim-Jenkins,2019-08-24,1013288000,Index Ventures
"Figueroa, Williams and Reyes",2019-08-24,649213000,Sequoia
Smith-Anderson,2019-08-23,1074222000,Sequoia
Thomas and Sons,2019-08-23,172607000,Index Ventures
"Brown, Wilson and Wilson",2019-08-23,584971000,Andreessen Horowitz
Ross Group,2019-08-23,1118363000,Tiger Global
Spencer-Roberts,2019-08-23,604069000,Y Combinator
Butler LLC,2019-08-23,1649801000,Tiger Global
"Gonzalez, Torres and Delgado",2019-08-23,5430936000,Accel
Miller LLC,2019-08-23,2329023000,Sequoia
Nichols-Rodriguez,2019-08-23,151798000,Y Combinator
Daniels-Cline,2019-08-22,771525000,SoftBank
"Proctor, Hudson and Brock",2019-08-22,212220000,Andreessen Horowitz
Andrade and Sons,2019-08-22,1031564000,SoftBank
"Medina, Ross and Eaton",2019-08-22,784500000,SoftBank
Terry LLC,2019-08-22,361621000,Tiger Global
Bates PLC,2019-08-22,1634373000,Y Combinator
Andrews-Smith,2019-08-22,37899000,Sequoia
Rodriguez Ltd,2019-08-22,209776000,Sequoia
Herrera-Conner,2019-08-22,250361000,Y Combinator
"Booker, Nelson and Leonard",2019-08-22,224695000,Y Combinator
"Adams, Carroll and Tucker",2019-08-22,1461468000,Andreessen Horowitz
Grant and Sons,2019-08-22,1714652000,Tiger Global
Crawford and Sons,2019-08-22,154588000,SoftBank
Stevens Ltd,2019-08-22,362758000,Index Ventures
Thompson Ltd,2019-08-22,204391000,Tiger Global
Erickson-Evans,2019-08-22,116552000,Y Combinator
Aguilar Group,2019-08-22,164146000,SoftBank
"Curtis, Davis and Boyle",2019-08-22,453951000,Accel
Stanton-Tate,2019-08-22,143617000,Index Ventures
Perez-Henderson,2019-08-22,153438000,Sequoia
Flowers PLC,2019-08-22,763230000,Accel
Hayes Group,2019-08-21,1266528000,Sequoia
Cox LLC,2019-08-21,617115000,Index Ventures
Cooper-Pierce,2019-08-21,174284000,Tiger Global
Hernandez-Valdez,2019-08-21,541805000,Andreessen Horowitz
Kelly-Watts,2019-08-21,212259000,Tiger Global
Doyle-Gardner,2019-08-21,239037000,Y Combinator
"Ewing, Huynh and Mccormick",2019-08-21,1198026000,Sequoia
Kidd-Hamilton,2019-08-21,76486000,Andreessen Horowitz
"Mills, White and Greene",2019-08-21,205488000,Y Combinator
Powers Ltd,2019-08-20,463515000,Accel
"Henderson, Ellis and Ali",2019-08-20,484596000,Accel
Lucas-Gates,2019-08-20,784557000,Andreessen Horowitz
Roman PLC,2019-08-20,567019000,Sequoia
"Rogers, Smith and Palmer",2019-08-20,1261811000,Accel
Porter-Parker,2019-08-20,855200000,Tiger Global
Lyons-Davis,2019-08-20,359339000,Y Combinator
Reid PLC,2019-08-20,135236000,Tiger Global
Williams LLC,2019-08-20,361039000,Accel
Spears-Kirby,2019-08-20,2557498000,Y Combinator
"Clark, Lopez and Church",2019-08-20,91051000,Index Ventures
"Anderson, Carrillo and Johnson",2019-08-20,54424000,Accel
"Reid, Holland and Cantu",2019-08-20,208551000,Y Combinator
"Lee, Porter and Gallagher",2019-08-20,127454000,Sequoia
Richardson-Foster,2019-08-19,370327000,Sequoia
Mccormick LLC,2019-08-19,5428885000,Tiger Global
Perry Group,2019-08-19,141656000,Y Combinator
Davenport and Sons,2019-08-19,129521000,Sequoia
Wallace Group,2019-08-19,2134084000,Y Combinator
Bailey Ltd,2019-08-19,1430525000,Andreessen Horowitz
Diaz Inc,2019-08-19,707216000,Tiger Global
Ramirez-Zhang,2019-08-19,328569000,Andreessen Horowitz
Jones and Sons,2019-08-19,122965000,Tiger Global
Mccarty-Wilson,2019-08-19,490733000,Sequoia
Melendez-Riley,2019-08-19,323327000,Sequoia
Mills LLC,2019-08-18,1068324000,Y Combinator
Jones and Sons,2019-08-18,235313000,SoftBank
"Coleman, Velasquez and Fernandez",2019-08-18,1228596000,Sequoia
Logan-Espinoza,2019-08-18,908603000,Tiger Global
"Phillips, Haynes and Reid",2019-08-18,2532520000,Sequoia
Porter Ltd,2019-08-18,661169000,Sequoia
Chavez Group,2019-08-18,4123559000,Tiger Global
Anderson Ltd,2019-08-18,711197000,Tiger Global
"Hernandez, Carter and Wright",2019-08-18,558537000,Accel
Woods-Higgins,2019-08-18,298324000,Index Ventures
Fitzgerald LLC,2019-08-17,619431000,Andreessen Horowitz
